Trial Number: ,  Random Number: 
1069  ,  0.8347117527  
1070  ,  0.5181432539  
1071  ,  0.1438947722  
1072  ,  0.9783013398  
1073  ,  0.6208685568  
1074  ,  0.9136631367  
1075  ,  0.9006317331  
1076  ,  0.2632526627  
1077  ,  0.9462569048  
1078  ,  0.8593707083  
1079  ,  0.9092989898  
1080  ,  0.8657185583  
1081  ,  0.7553636280  
1082  ,  0.0768456069  
1083  ,  0.8397473067  
1084  ,  0.7728812525  
1085  ,  0.5965758232  
1086  ,  0.8903775140  
1087  ,  0.3114719077  
1088  ,  0.8492690817  
1089  ,  0.2070986053  
1090  ,  0.5965758232  
1091  ,  0.4096499527  
1092  ,  0.4141666921  
1093  ,  0.4047364727  
1094  ,  0.9143650624  
1095  ,  0.9604480117  
1096  ,  0.5403302103  
1097  ,  0.8175603504  
1098  ,  0.9210791345  
1099  ,  0.3476058229  
1100  ,  0.7293008209  
1101  ,  0.4825281533  
1102  ,  0.3811151463  
1103  ,  0.1513412885  
1104  ,  0.1198767052  
1105  ,  0.8448133793  
1106  ,  0.8737144078  
1107  ,  0.3904843287  
1108  ,  0.8865321818  
1109  ,  0.1883907590  
1110  ,  0.6253242592  
1111  ,  0.6497085482  
1112  ,  0.9827875607  
1113  ,  0.0299386578  
1114  ,  0.4537797174  
1115  ,  0.8724631489  
1116  ,  0.8872646260  
1117  ,  0.5064851833  
1118  ,  0.7297891171  
1119  ,  0.1014740440  
1120  ,  0.5074007385  
1121  ,  0.2885830256  
1122  ,  0.7622913297  
1123  ,  0.9476607562  
1124  ,  0.8980376598  
1125  ,  0.0503555406  
1126  ,  0.5138401440  
1127  ,  0.0683919797  
1128  ,  0.9502548296  
1129  ,  0.0271004364  
1130  ,  0.0526139103  
1131  ,  0.4377269814  
1132  ,  0.7076021607  
1133  ,  0.6921597949  
1134  ,  0.6465346232  
1135  ,  0.6878566851  
1136  ,  0.4653157140  
1137  ,  0.0841700491  
1138  ,  0.9065218055  
1139  ,  0.3047273171  
1140  ,  0.3089388714  
1141  ,  0.8161870174  
1142  ,  0.8848231452  
1143  ,  0.9583117161  
1144  ,  0.2487868892  
1145  ,  0.2971282083  
1146  ,  0.5346232490  
1147  ,  0.7485580004  
1148  ,  0.6063112278  
1149  ,  0.1980346080  
1150  ,  0.4370860927  
1151  ,  0.6492202521  
1152  ,  0.8084963530  
1153  ,  0.6932889798  
1154  ,  0.2024903104  
1155  ,  0.9296243171  
1156  ,  0.2471388897  
1157  ,  0.5084994049  
1158  ,  0.4512466811  
1159  ,  0.8364818262  
1160  ,  0.3583483383  
1161  ,  0.3065279092  
1162  ,  0.7813043611  
1163  ,  0.3166295358  
1164  ,  0.5793023469  
1165  ,  0.4423657949  
1166  ,  0.6280709250  
1167  ,  0.0622577593  
1168  ,  0.3380840480  
1169  ,  0.6186101871  
1170  ,  0.4234138005  
1171  ,  0.6592303232  
1172  ,  0.7329935606  
1173  ,  0.4723960082  
1174  ,  0.9594103824  
1175  ,  0.1204565569  
1176  ,  0.0575884274  
1177  ,  0.6254768517  
1178  ,  0.3635364849  
1179  ,  0.5854365673  
1180  ,  0.8277230140  
1181  ,  0.2281563768  
1182  ,  0.5916318247  
1183  ,  0.4665974914  
1184  ,  0.4665974914  
1185  ,  0.5288552507  
1186  ,  0.8442945647  
1187  ,  0.8246101260  
1188  ,  0.3044831690  
1189  ,  0.5000762963  
1190  ,  0.8137455367  
1191  ,  0.2531510361  
1192  ,  0.0490737632  
1193  ,  0.0525223548  
1194  ,  0.1668446913  
1195  ,  0.0549027985  
1196  ,  0.3827021088  
1197  ,  0.8681905576  
1198  ,  0.1707205420  
1199  ,  0.9896847438  
1200  ,  0.8428907132  
1201  ,  0.3838007752  
1202  ,  0.8670918912  
1203  ,  0.3760185553  
1204  ,  0.6422620319  
1205  ,  0.9561143834  
1206  ,  0.7018646809  
1207  ,  0.8278756066  
1208  ,  0.5841853084  
1209  ,  0.7398602252  
1210  ,  0.0160222175  
1211  ,  0.4067812128  
1212  ,  0.7304910428  
1213  ,  0.3099765007  
1214  ,  0.3039643544  
1215  ,  0.4718466750  
1216  ,  0.9771111179  
1217  ,  0.5591906491  
1218  ,  0.6458021790  
1219  ,  0.0078127384  
1220  ,  0.1943723869  
1221  ,  0.9022797327  
1222  ,  0.2196722312  
1223  ,  0.7132480850  
1224  ,  0.0881069369  
1225  ,  0.3180639058  
1226  ,  0.3003936888  
1227  ,  0.6293527024  
1228  ,  0.4373912778  
1229  ,  0.2608417005  
1230  ,  0.6507156590  
1231  ,  0.5913876766  
1232  ,  0.8657490768  
1233  ,  0.9718619343  
1234  ,  0.7113559374  
1235  ,  0.2835474715  
1236  ,  0.8016296884  
1237  ,  0.2226630451  
1238  ,  0.4962004456  
1239  ,  0.1784112064  
1240  ,  0.7849055452  
1241  ,  0.0213629566  
1242  ,  0.5987121189  
1243  ,  0.1425214393  
1244  ,  0.7748039186  
1245  ,  0.3128452406  
1246  ,  0.2159794916  
1247  ,  0.9894711142  
1248  ,  0.6165959655  
1249  ,  0.2045045320  
1250  ,  0.5966368603  
1251  ,  0.7608264412  
1252  ,  0.3223059786  
1253  ,  0.7485885189  
1254  ,  0.8187505722  
1255  ,  0.0177617725  
1256  ,  0.3223670156  
1257  ,  0.8124332408  
1258  ,  0.3042085025  
1259  ,  0.9230018006  
1260  ,  0.3441877499  
1261  ,  0.0678426466  
1262  ,  0.9755241554  
1263  ,  0.3950315867  
1264  ,  0.0738242744  
1265  ,  0.6310312204  
1266  ,  0.4614093448  
1267  ,  0.1163975951  
1268  ,  0.2572710349  
1269  ,  0.3836176641  
1270  ,  0.2577288125  
1271  ,  0.6762596515  
1272  ,  0.3972289193  
1273  ,  0.5074007385  
1274  ,  0.2495498520  
1275  ,  0.6288949248  
1276  ,  0.7021088290  
1277  ,  0.2624591815  
1278  ,  0.5007477035  
1279  ,  0.7500839259  
1280  ,  0.4429456465  
1281  ,  0.5411847285  
1282  ,  0.7174596393  
1283  ,  0.2712790307  
1284  ,  0.3750114444  
1285  ,  0.2286446730  
1286  ,  0.2918485061  
1287  ,  0.3740043336  
1288  ,  0.3800164800  
1289  ,  0.9010284738  
1290  ,  0.3318887906  
1291  ,  0.7251503037  
1292  ,  0.9851985229  
1293  ,  0.8930326243  
1294  ,  0.5838190863  
1295  ,  0.3344218268  
1296  ,  0.9157383953  
1297  ,  0.2658467360  
1298  ,  0.6535538804  
1299  ,  0.5154881436  
1300  ,  0.3365886410  
1301  ,  0.7068086795  
1302  ,  0.4329966124  
1303  ,  0.2317575610  
1304  ,  0.9400616474  
1305  ,  0.8915066988  
1306  ,  0.1377605518  
1307  ,  0.6082644124  
1308  ,  0.5351115452  
1309  ,  0.3406476028  
1310  ,  0.8626361888  
1311  ,  0.8907437361  
1312  ,  0.2952665792  
1313  ,  0.3018890957  
1314  ,  0.0603350932  
1315  ,  0.6332285531  
1316  ,  0.3205664235  
1317  ,  0.6884670553  
1318  ,  0.8511917478  
1319  ,  0.3954893643  
1320  ,  0.6704916532  
1321  ,  0.6056093020  
1322  ,  0.5682546464  
1323  ,  0.7314065981  
1324  ,  0.5236976226  
1325  ,  0.4962920011  
1326  ,  0.4456617939  
1327  ,  0.7496566668  
1328  ,  0.6211127049  
1329  ,  0.4371776482  
1330  ,  0.8554643391  
1331  ,  0.0278633992  
1332  ,  0.6482131413  
1333  ,  0.6162907804  
1334  ,  0.9997558519  
1335  ,  0.1615955077  
1336  ,  0.7133701590  
1337  ,  0.5235755486  
1338  ,  0.4637897885  
1339  ,  0.7293618580  
1340  ,  0.5778069399  
1341  ,  0.8855861080  
1342  ,  0.5371868038  
1343  ,  0.9546494949  
1344  ,  0.7939695425  
1345  ,  0.8755760369  
1346  ,  0.7085177160  
1347  ,  0.8469191565  
1348  ,  0.4082155828  
1349  ,  0.6302072207  
1350  ,  0.2400891140  
1351  ,  0.1019623402  
1352  ,  0.3844721824  
1353  ,  0.6041749321  
1354  ,  0.2293160802  
1355  ,  0.5435346538  
1356  ,  0.4043092135  
1357  ,  0.7939695425  
1358  ,  0.0621662038  
1359  ,  0.3870662557  
1360  ,  0.2009338664  
1361  ,  0.3619800409  
1362  ,  0.6660054323  
1363  ,  0.1069368572  
1364  ,  0.0820032350  
1365  ,  0.6923734245  
1366  ,  0.4669942320  
1367  ,  0.1886959441  
1368  ,  0.7984862819  
1369  ,  0.4096804712  
1370  ,  0.4592730491  
1371  ,  0.5470748009  
1372  ,  0.4153263955  
1373  ,  0.3916135136  
1374  ,  0.2912991729  
1375  ,  0.8912320322  
1376  ,  0.3405560472  
1377  ,  0.3073519089  
1378  ,  0.7764519181  
1379  ,  0.8188116092  
1380  ,  0.1684621723  
1381  ,  0.7123020112  
1382  ,  0.7332987457  
1383  ,  0.9194921720  
1384  ,  0.4938505203  
1385  ,  0.2309030427  
1386  ,  0.5624561296  
1387  ,  0.6696371349  
1388  ,  0.3528855251  
1389  ,  0.8585161901  
1390  ,  0.4658955657  
1391  ,  0.3992431410  
1392  ,  0.4475234230  
1393  ,  0.9136020997  
1394  ,  0.7153233436  
1395  ,  0.1123081149  
1396  ,  0.8091677602  
1397  ,  0.6716818751  
1398  ,  0.8750877407  
1399  ,  0.4422132023  
1400  ,  0.0578936125  
1401  ,  0.2121951964  
1402  ,  0.3871578112  
1403  ,  0.5225989563  
1404  ,  0.9141819514  
1405  ,  0.5094149602  
1406  ,  0.4230475784  
1407  ,  0.0561845759  
1408  ,  0.1179540391  
1409  ,  0.2986541337  
1410  ,  0.4099551378  
1411  ,  0.3616443373  
1412  ,  0.4130985443  
1413  ,  0.7495040742  
1414  ,  0.1366618854  
1415  ,  0.6802880947  
1416  ,  0.7518234809  
1417  ,  0.4763634144  
1418  ,  0.8461867122  
1419  ,  0.5239417707  
1420  ,  0.3764458144  
1421  ,  0.9187597278  
1422  ,  0.2205267495  
1423  ,  0.3450117496  
1424  ,  0.9343241676  
1425  ,  0.6215399640  
1426  ,  0.6647236549  
1427  ,  0.3098849452  
1428  ,  0.2820215461  
1429  ,  0.4469740898  
1430  ,  0.7955259865  
1431  ,  0.4574724570  
1432  ,  0.1355021821  
1433  ,  0.2497329630  
1434  ,  0.5416730247  
1435  ,  0.0233466597  
1436  ,  0.2220221564  
1437  ,  0.0458082827  
1438  ,  0.7618030335  
1439  ,  0.2115237892  
1440  ,  0.0903042695  
1441  ,  0.2071596423  
1442  ,  0.7859736930  
1443  ,  0.1944334239  
1444  ,  0.2351145970  
1445  ,  0.7126987518  
1446  ,  0.7873470260  
1447  ,  0.6229438154  
1448  ,  0.6928312021  
1449  ,  0.9872127445  
1450  ,  0.3903317362  
1451  ,  0.4271065401  
1452  ,  0.7633594775  
1453  ,  0.3596301157  
1454  ,  0.4210333567  
1455  ,  0.1894589068  
1456  ,  0.0160222175  
1457  ,  0.6716208380  
1458  ,  0.2069154942  
1459  ,  0.8717612232  
1460  ,  0.2342600787  
1461  ,  0.0673543504  
1462  ,  0.3310647908  
1463  ,  0.1761833552  
1464  ,  0.4563127537  
1465  ,  0.4971160009  
1466  ,  0.2482375561  
1467  ,  0.3230689413  
1468  ,  0.7679067354  
1469  ,  0.9640186773  
1470  ,  0.6681417280  
1471  ,  0.5254676962  
1472  ,  0.0028992584  
1473  ,  0.0467848750  
1474  ,  0.1127658925  
1475  ,  0.9424726096  
1476  ,  0.0088198492  
1477  ,  0.7291177099  
1478  ,  0.5537888730  
1479  ,  0.3921933653  
1480  ,  0.6324961089  
1481  ,  0.0664082766  
1482  ,  0.5359660634  
1483  ,  0.6058534501  
1484  ,  0.0831934568  
1485  ,  0.7224951933  
1486  ,  0.6936552019  
1487  ,  0.3039643544  
1488  ,  0.8286996063  
1489  ,  0.9058503983  
1490  ,  0.0657368694  
1491  ,  0.8763084811  
1492  ,  0.6807763909  
1493  ,  0.7381817072  
1494  ,  0.1157872250  
1495  ,  0.9462569048  
1496  ,  0.2265999329  
1497  ,  0.5854976043  
1498  ,  0.8635517441  
1499  ,  0.6016418958  
1500  ,  0.2619098483  
1501  ,  0.3833429975  
1502  ,  0.0338755455  
1503  ,  0.5724356822  
1504  ,  0.3824274422  
1505  ,  0.4877162999  
1506  ,  0.6299020356  
1507  ,  0.1371501816  
1508  ,  0.3896908475  
1509  ,  0.0821863460  
1510  ,  0.8356273080  
1511  ,  0.0390636921  
1512  ,  0.6678060244  
1513  ,  0.6732688375  
1514  ,  0.6554155095  
1515  ,  0.1932737205  
1516  ,  0.1867732780  
1517  ,  0.7047639393  
1518  ,  0.1958372753  
1519  ,  0.4660786767  
1520  ,  0.2894985809  
1521  ,  0.8225348674  
1522  ,  0.9963682974  
1523  ,  0.3081148717  
1524  ,  0.9176915799  
1525  ,  0.8209784234  
1526  ,  0.3149510178  
1527  ,  0.5218054750  
1528  ,  0.4339426862  
1529  ,  0.8021790216  
1530  ,  0.7755363628  
1531  ,  0.9452497940  
1532  ,  0.6956083865  
1533  ,  0.5794854579  
1534  ,  0.2821741386  
1535  ,  0.3331400494  
1536  ,  0.5366679891  
1537  ,  0.8563493759  
1538  ,  0.6080813013  
1539  ,  0.2162846767  
1540  ,  0.3144932402  
1541  ,  0.2116153447  
1542  ,  0.5637684256  
1543  ,  0.0208746605  
1544  ,  0.6768700217  
1545  ,  0.4231696524  
1546  ,  0.1521958068  
1547  ,  0.2286751915  
1548  ,  0.2062135685  
1549  ,  0.1602221747  
1550  ,  0.6163212989  
1551  ,  0.8596758934  
1552  ,  0.0969573046  
1553  ,  0.5762199774  
1554  ,  0.7850886563  
1555  ,  0.0580767235  
1556  ,  0.5224158452  
1557  ,  0.8335520493  
1558  ,  0.6251106296  
1559  ,  0.0632038331  
1560  ,  0.8471327860  
1561  ,  0.0907620472  
1562  ,  0.4033631397  
1563  ,  0.3463240455  
1564  ,  0.3415936766  
1565  ,  0.9843134861  
1566  ,  0.3673207801  
1567  ,  0.1945860164  
1568  ,  0.5547959838  
1569  ,  0.1353190710  
1570  ,  0.3492843410  
1571  ,  0.5238807337  
1572  ,  0.0012512589  
1573  ,  0.7134006775  
1574  ,  0.2003540147  
1575  ,  0.2011169774  
1576  ,  0.3191625721  
1577  ,  0.5879390851  
1578  ,  0.4612262337  
1579  ,  0.6576128422  
1580  ,  0.5547959838  
1581  ,  0.0988799707  
1582  ,  0.1750236518  
1583  ,  0.0747703482  
1584  ,  0.7308267464  
1585  ,  0.9777214881  
1586  ,  0.2495498520  
1587  ,  0.9233375042  
1588  ,  0.3535569323  
1589  ,  0.4500259407  
1590  ,  0.2740256966  
1591  ,  0.1371807001  
1592  ,  0.0162053285  
1593  ,  0.0511490219  
1594  ,  0.1975157933  
1595  ,  0.7035737175  
1596  ,  0.7539292581  
1597  ,  0.1859187597  
1598  ,  0.7749565111  
1599  ,  0.9499801630  
1600  ,  0.3071382794  
1601  ,  0.9635914182  
1602  ,  0.1867732780  
1603  ,  0.3101290933  
1604  ,  0.9493087558  
1605  ,  0.3396404920  
1606  ,  0.7388531144  
1607  ,  0.8495742668  
1608  ,  0.0353404340  
1609  ,  0.0954618976  
1610  ,  0.0484328745  
1611  ,  0.3318582720  
1612  ,  0.9271523179  
1613  ,  0.6870632038  
1614  ,  0.6232795190  
1615  ,  0.1077608570  
1616  ,  0.4520706809  
1617  ,  0.4940336314  
1618  ,  0.2387157811  
1619  ,  0.6072267830  
1620  ,  0.5510727256  
1621  ,  0.5006866665  
1622  ,  0.0207220679  
1623  ,  0.7166356395  
1624  ,  0.2724692526  
1625  ,  0.9394512772  
1626  ,  0.6396679586  
1627  ,  0.8218939787  
1628  ,  0.7677541429  
1629  ,  0.9287392804  
1630  ,  0.5218970305  
1631  ,  0.7987304300  
1632  ,  0.4452955718  
1633  ,  0.6362804041  
1634  ,  0.4850917081  
1635  ,  0.7315897092  
1636  ,  0.9390545366  
1637  ,  0.9988708151  
1638  ,  0.7038483840  
1639  ,  0.6422315134  
1640  ,  0.0473036897  
1641  ,  0.5300454726  
1642  ,  0.4112369152  
1643  ,  0.0095217750  
1644  ,  0.2990508744  
1645  ,  0.2471694082  
1646  ,  0.2434156316  
1647  ,  0.3612170782  
1648  ,  0.3028962065  
1649  ,  0.2484817042  
1650  ,  0.6326181829  
1651  ,  0.7193823054  
1652  ,  0.5360271004  
1653  ,  0.9721366008  
1654  ,  0.1554918058  
1655  ,  0.1806390576  
1656  ,  0.7284768212  
1657  ,  0.6679280984  
1658  ,  0.2427442244  
1659  ,  0.4124881741  
1660  ,  0.4995269631  
1661  ,  0.1133457442  
1662  ,  0.1562242500  
1663  ,  0.3465681936  
1664  ,  0.4021729179  
1665  ,  0.1048310801  
1666  ,  0.6399731437  
1667  ,  0.8509170812  
1668  ,  0.0323191015  
1669  ,  0.7557298502  
1670  ,  0.1512802515  
1671  ,  0.6614276559  
1672  ,  0.3582873012  
1673  ,  0.1321146275  
1674  ,  0.0781579028  
1675  ,  0.3549302652  
1676  ,  0.9276406140  
1677  ,  0.2580339976  
1678  ,  0.8492996002  
1679  ,  0.6440015870  
1680  ,  0.1068147832  
1681  ,  0.0205694754  
1682  ,  0.3426923429  
1683  ,  0.7756584368  
1684  ,  0.0108645894  
1685  ,  0.0071413312  
1686  ,  0.4998931852  
1687  ,  0.3146458327  
1688  ,  0.2780236213  
1689  ,  0.8052613910  
1690  ,  0.5509811701  
1691  ,  0.0927457503  
1692  ,  0.3469344157  
1693  ,  0.7967162084  
1694  ,  0.7573168126  
1695  ,  0.6055177465  
1696  ,  0.3918576617  
1697  ,  0.9769585253  
1698  ,  0.0783715323  
1699  ,  0.6371654408  
1700  ,  0.5721304971  
1701  ,  0.8312021241  
1702  ,  0.6683248390  
1703  ,  0.3956724754  
1704  ,  0.7526779992  
1705  ,  0.7984557634  
1706  ,  0.6090273751  
1707  ,  0.9385662404  
1708  ,  0.3511764885  
1709  ,  0.3546555986  
1710  ,  0.7857600635  
1711  ,  0.1711478011  
1712  ,  0.4686117130  
1713  ,  0.2461317789  
1714  ,  0.3115329447  
1715  ,  0.1981872005  
1716  ,  0.9592272713  
1717  ,  0.9048432875  
1718  ,  0.4066896573  
1719  ,  0.3102816858  
1720  ,  0.5961485641  
1721  ,  0.5763115329  
1722  ,  0.1397442549  
1723  ,  0.3864558855  
1724  ,  0.9890133366  
1725  ,  0.1919003876  
1726  ,  0.9357585376  
1727  ,  0.9937437056  
1728  ,  0.4097109897  
1729  ,  0.5164647359  
1730  ,  0.2586138493  
1731  ,  0.9655751213  
1732  ,  0.1827448347  
1733  ,  0.6024353771  
1734  ,  0.3733634449  
1735  ,  0.7397076327  
1736  ,  0.7961363567  
1737  ,  0.0819421979  
1738  ,  0.5948973052  
1739  ,  0.2372508927  
1740  ,  0.3892635884  
1741  ,  0.3282876064  
1742  ,  0.9291360210  
1743  ,  0.5640430921  
1744  ,  0.7741935484  
1745  ,  0.0171819208  
1746  ,  0.5130161443  
1747  ,  0.3153477584  
1748  ,  0.6459852901  
1749  ,  0.1205175939  
1750  ,  0.7599108860  
1751  ,  0.7654957732  
1752  ,  0.1391644032  
1753  ,  0.8621478927  
1754  ,  0.6157719657  
1755  ,  0.7234412671  
1756  ,  0.3858760338  
1757  ,  0.6683553575  
1758  ,  0.8333994568  
1759  ,  0.3357036042  
1760  ,  0.2323374126  
1761  ,  0.6436353648  
1762  ,  0.6701559496  
1763  ,  0.6176335948  
1764  ,  0.7697073275  
1765  ,  0.6029236732  
1766  ,  0.9161046175  
1767  ,  0.9945982238  
1768  ,  0.8355967895  
1769  ,  0.1919309061  
1770  ,  0.6581011383  
1771  ,  0.6340830714  
1772  ,  0.1427655873  
1773  ,  0.1264076662  
1774  ,  0.6868190558  
1775  ,  0.8502761925  
1776  ,  0.1908322398  
1777  ,  0.0820337535  
1778  ,  0.9522995697  
1779  ,  0.3617358928  
1780  ,  0.6172978912  
1781  ,  0.2657551805  
1782  ,  0.9748527482  
1783  ,  0.6843775750  
1784  ,  0.1445966979  
1785  ,  0.2000793481  
1786  ,  0.6170232246  
1787  ,  0.4399243141  
1788  ,  0.7790459914  
1789  ,  0.7516403699  
1790  ,  0.1232947783  
1791  ,  0.8621478927  
1792  ,  0.4176152837  
1793  ,  0.9348124638  
1794  ,  0.8337656789  
1795  ,  0.2810754723  
1796  ,  0.5197302164  
1797  ,  0.5223548082  
1798  ,  0.4773705252  
1799  ,  0.8675801874  
1800  ,  0.9992370373  
1801  ,  0.9938352611  
1802  ,  0.4521622364  
1803  ,  0.4183477279  
1804  ,  0.9938047426  
1805  ,  0.8528397473  
1806  ,  0.9975585192  
1807  ,  0.4636371960  
1808  ,  0.6670125431  
1809  ,  0.8452406384  
1810  ,  0.6657307657  
1811  ,  0.4782250435  
1812  ,  0.7005523850  
1813  ,  0.1083712271  
1814  ,  0.9980468154  
1815  ,  0.4773400067  
1816  ,  0.6313058870  
1817  ,  0.7838373974  
1818  ,  0.8126163518  
1819  ,  0.7783440657  
1820  ,  0.6911832026  
1821  ,  0.1236610004  
1822  ,  0.0098574786  
1823  ,  0.2099673452  
1824  ,  0.3046357616  
1825  ,  0.6226691488  
1826  ,  0.3014007996  
1827  ,  0.5499130222  
1828  ,  0.9008453627  
1829  ,  0.2066713462  
1830  ,  0.7694021424  
1831  ,  0.4721823786  
1832  ,  0.1964781640  
1833  ,  0.0093386639  
1834  ,  0.6619159520  
1835  ,  0.7855769524  
1836  ,  0.6055787835  
1837  ,  0.7675710318  
1838  ,  0.3313089389  
1839  ,  0.2442396313  
1840  ,  0.9324930570  
1841  ,  0.3675038911  
1842  ,  0.7209387494  
1843  ,  0.7119663076  
1844  ,  0.0043336283  
1845  ,  0.5724662008  
1846  ,  0.3072298349  
1847  ,  0.9610889004  
1848  ,  0.3992736595  
1849  ,  0.4631488998  
1850  ,  0.9030732139  
1851  ,  0.8873867000  
1852  ,  0.9262672811  
1853  ,  0.6226081118  
1854  ,  0.2286446730  
1855  ,  0.4224372082  
1856  ,  0.0137943663  
1857  ,  0.5961485641  
1858  ,  0.6563921018  
1859  ,  0.9244056520  
1860  ,  0.6623432112  
1861  ,  0.6581011383  
1862  ,  0.0355235450  
1863  ,  0.3282265694  
1864  ,  0.1179845576  
1865  ,  0.4165166173  
1866  ,  0.0034180731  
1867  ,  0.8376415296  
1868  ,  0.9227576525  
1869  ,  0.2867824335  
1870  ,  0.6893520920  
1871  ,  0.4384594256  
1872  ,  0.4982146672  
1873  ,  0.3659474471  
1874  ,  0.2168034913  
1875  ,  0.0162663656  
1876  ,  0.9186681722  
1877  ,  0.7383037812  
1878  ,  0.9114963225  
1879  ,  0.3584093753  
1880  ,  0.0297860652  
1881  ,  0.7441938536  
1882  ,  0.6200140385  
1883  ,  0.8219244972  
1884  ,  0.5695059053  
1885  ,  0.2428052614  
1886  ,  0.0465102084  
1887  ,  0.9490340892  
1888  ,  0.4466689047  
1889  ,  0.4003723258  
1890  ,  0.5131992553  
1891  ,  0.8109683523  
1892  ,  0.8347422712  
1893  ,  0.0350352489  
1894  ,  0.0504776147  
1895  ,  0.3617053743  
1896  ,  0.2356944487  
1897  ,  0.0495010224  
1898  ,  0.2240363781  
1899  ,  0.5825067904  
1900  ,  0.1711172826  
1901  ,  0.9831232643  
1902  ,  0.6040833766  
1903  ,  0.6988128300  
1904  ,  0.6564531388  
1905  ,  0.2138431959  
1906  ,  0.2834559160  
1907  ,  0.2508316294  
1908  ,  0.1145664846  
1909  ,  0.8425244911  
1910  ,  0.3510849330  
1911  ,  0.2985930967  
1912  ,  0.8854945524  
1913  ,  0.7893002106  
1914  ,  0.7264015625  
1915  ,  0.5431989502  
1916  ,  0.9873348186  
1917  ,  0.1349223304  
1918  ,  0.2615741447  
1919  ,  0.6454054384  
1920  ,  0.2861110263  
1921  ,  0.2368236335  
1922  ,  0.5175634022  
1923  ,  0.5224463637  
1924  ,  0.7297891171  
1925  ,  0.6522110660  
1926  ,  0.1201208533  
1927  ,  0.9049348430  
1928  ,  0.8027893918  
1929  ,  0.3988769189  
1930  ,  0.1022675253  
1931  ,  0.9345683157  
1932  ,  0.8578142644  
1933  ,  0.5852534562  
1934  ,  0.1392559587  
1935  ,  0.0842005676  
1936  ,  0.4806665242  
1937  ,  0.9407635731  
1938  ,  0.0822779015  
1939  ,  0.1814630573  
1940  ,  0.5445112461  
1941  ,  0.2778710288  
1942  ,  0.6975920896  
1943  ,  0.8169499802  
1944  ,  0.1100802637  
1945  ,  0.4170659505  
1946  ,  0.0164189581  
1947  ,  0.9186681722  
1948  ,  0.8274483474  
1949  ,  0.6058229316  
1950  ,  0.2031311991  
1951  ,  0.7735526597  
1952  ,  0.9963072604  
1953  ,  0.9631336406  
1954  ,  0.3465071566  
1955  ,  0.2777489547  
1956  ,  0.9405499435  
1957  ,  0.9805597095  
1958  ,  0.0816370128  
1959  ,  0.6963408307  
1960  ,  0.8536942656  
1961  ,  0.6112857448  
1962  ,  0.4479812006  
1963  ,  0.7143162328  
1964  ,  0.7711416974  
1965  ,  0.9782097842  
1966  ,  0.8898586993  
1967  ,  0.0596636860  
1968  ,  0.8255867183  
1969  ,  0.2324289682  
1970  ,  0.8059327982  
1971  ,  0.4803003021  
1972  ,  0.4421216468  
1973  ,  0.5934934538  
1974  ,  0.5537278359  
1975  ,  0.3551438948  
1976  ,  0.6286812952  
1977  ,  0.1023590808  
1978  ,  0.3155613880  
1979  ,  0.7219153417  
1980  ,  0.0188299203  
1981  ,  0.1186559648  
1982  ,  0.7318033387  
1983  ,  0.0016785180  
1984  ,  0.8225043489  
1985  ,  0.0931730094  
1986  ,  0.7082735679  
1987  ,  0.2021851253  
1988  ,  0.3411969359  
1989  ,  0.6472670675  
1990  ,  0.3034150212  
1991  ,  0.8807947020  
1992  ,  0.2040162358  
1993  ,  0.4897305216  
1994  ,  0.1022064882  
1995  ,  0.6485793634  
1996  ,  0.9806512650  
1997  ,  0.2032227546  
1998  ,  0.9820856349  
1999  ,  0.4965971862  
2000  ,  0.3272194586  
2001  ,  0.4309213538  
2002  ,  0.6782128361  
2003  ,  0.7256996368  
2004  ,  0.3222449416  
2005  ,  0.4946745201  
2006  ,  0.0535599841  
2007  ,  0.7611011078  
2008  ,  0.1475264748  
2009  ,  0.9762871181  
2010  ,  0.4804528947  
2011  ,  0.6329844050  
2012  ,  0.7716910306  
2013  ,  0.2927945799  
2014  ,  0.2394177068  
2015  ,  0.4042786950  
2016  ,  0.7914059877  
2017  ,  0.7972045045  
2018  ,  0.3423566393  
2019  ,  0.3272194586  
2020  ,  0.0873134556  
2021  ,  0.4358043153  
2022  ,  0.6851405377  
2023  ,  0.0092776269  
2024  ,  0.4507889035  
2025  ,  0.4934537797  
2026  ,  0.9372844630  
2027  ,  0.3704336680  
2028  ,  0.8372142705  
2029  ,  0.4578691977  
2030  ,  0.0733970153  
2031  ,  0.6725363933  
2032  ,  0.4028443251  
2033  ,  0.5345622120  
2034  ,  0.9542832728  
2035  ,  0.4022949919  
2036  ,  0.9810785241  
2037  ,  0.8430127873  
2038  ,  0.8623920408  
2039  ,  0.2889492477  
2040  ,  0.1542100284  
2041  ,  0.8261970885  
2042  ,  0.3990600299  
2043  ,  0.2379528184  
2044  ,  0.5774712363  
2045  ,  0.9038972137  
2046  ,  0.6491286966  
2047  ,  0.4620197150  
2048  ,  0.7108066042  
2049  ,  0.9015778069  
2050  ,  0.0195013276  
2051  ,  0.5905941954  
2052  ,  0.6156804102  
2053  ,  0.2858668783  
2054  ,  0.6577043977  
2055  ,  0.0390636921  
2056  ,  0.9721366008  
2057  ,  0.7379375591  
2058  ,  0.8567155980  
2059  ,  0.4191717277  
2060  ,  0.9728690451  
2061  ,  0.0958586383  
2062  ,  0.3525498215  
2063  ,  0.2713400678  
2064  ,  0.2508621479  
2065  ,  0.1978209784  
2066  ,  0.9205603198  
